1.960160000	44401	1191	994
1.960163000	44402	724	994
2.020151000	44403	724	994
2.020155000	44404	200	994
2.049675000	44405	1114	1817
2.049684000	44406	635	2604
2.109532000	44407	606	3419
2.109541000	44408	551	4238
2.179956000	44409	861	5828
2.179963000	44410	227	6648
2.449667000	44411	948	8255
2.449678000	44412	461	9065
2.480542000	44413	707	10687
2.570299000	44414	863	12290
2.680238000	44415	884	13100
2.680250000	44416	469	14700
2.680256000	44417	634	15497
2.699720000	44418	635	17133
2.710066000	44419	534	18752
2.710082000	44420	512	20402
2.799720000	44421	376	21239
2.799727000	44422	399	22034
2.889434000	44423	448	22865
2.889444000	44424	479	23705
2.919736000	44425	380	24543
2.919742000	44426	570	25384
2.979612000	44427	514	26221
3.010313000	44428	464	27052
3.010316000	44429	463	27052
3.010319000	44430	212	27052
3.039553000	44431	790	27865
3.039560000	44432	485	28685
3.099414000	44433	376	29502
3.159694000	44434	460	30319
3.159700000	44435	416	31130
3.289588000	44436	532	31931
3.289594000	44437	283	32725
3.289600000	44438	416	33545
3.289606000	44439	458	34360
3.379572000	44440	472	35177
3.379577000	44441	588	35990
3.470262000	44442	651	36828
3.499631000	44443	664	37659
3.499643000	44444	617	38476
3.599662000	44445	929	39303
3.639929000	44446	608	40144
3.639937000	44447	467	40984
3.830525000	44448	466	40984
3.830527000	44449	723	40984
3.849630000	44450	826	41814
3.849636000	44451	210	42649
3.879500000	44452	674	43490
3.879508000	44453	830	44324
3.920345000	44454	253	45161
3.920352000	44455	489	45999
4.059618000	44456	765	46840
4.059627000	44457	280	47650
4.369922000	44458	567	48468
4.389726000	44459	942	49287
4.389734000	44460	1077	50083
4.389742000	44461	598	50886
4.419811000	44462	465	51680
4.419814000	44463	464	51680
4.450218000	44464	546	51680
4.450223000	44465	1366	52490
4.450229000	44466	260	53296
4.490251000	44467	649	54083
4.730285000	44468	959	54874
4.730293000	44469	227	55670
4.730299000	44470	465	56478
5.729933000	44471	631	57280
5.729938000	44472	318	58081
5.749478000	44473	717	58920
5.800120000	44474	570	59753
5.800131000	44475	555	60554
5.829507000	44476	555	60554
5.829510000	44477	395	60554
5.860098000	44478	1055	61354
5.860108000	44479	975	62179
5.900093000	44480	841	62967
5.900101000	44481	355	63783
5.900108000	44482	563	64607
5.900116000	44483	820	65419
5.900122000	44484	326	66212
5.900128000	44485	725	67023
5.900134000	44486	478	67863
5.900138000	44487	461	68668
5.981638000	44488	695	69491
5.981650000	44489	734	70299
5.981657000	44490	864	71091
6.020879000	44491	645	71930
6.020891000	44492	951	72747
6.020896000	44493	877	73537
6.020903000	44494	772	74359
6.020908000	44495	695	75162
6.020915000	44496	710	75980
6.020921000	44497	609	76793
6.021189000	44498	614	77620
6.021197000	44499	631	78439
6.021202000	44500	603	79251
6.021211000	44501	705	80109
6.021694000	44502	706	80918
6.021699000	44503	430	81720
6.021701000	44504	430	81720
6.050516000	44505	442	81720
6.050527000	44506	842	82535
6.209555000	44507	941	83373
6.230416000	44508	808	84184
6.230425000	44509	524	84994
6.240097000	44510	555	85786
6.240107000	44511	516	86578
6.579812000	44512	285	87392
6.579822000	44513	753	88216
6.680266000	44514	618	89048
6.680274000	44515	710	89869
6.710195000	44516	1055	90680
6.710202000	44517	798	91514
6.710207000	44518	624	92353
6.730133000	44519	1041	93183
6.770542000	44520	847	94027
6.770551000	44521	500	94870
6.840446000	44522	499	94870
6.840449000	44523	343	94870
7.039756000	44524	939	95709
7.039764000	44525	521	96522
7.119747000	44526	560	97384
7.119753000	44527	853	98198
7.200450000	44528	753	99013
7.290310000	44529	499	99821
7.290317000	44530	414	100664
7.330355000	44531	511	101494
7.330363000	44532	582	102313
7.330367000	44533	725	103138
7.330373000	44534	794	103960
7.360447000	44535	735	104754
7.360455000	44536	688	105558
7.360461000	44537	651	106373
7.389976000	44538	648	107189
7.389982000	44539	949	108020
7.389988000	44540	1077	108816
7.420381000	44541	622	109617
7.420389000	44542	649	110425
7.420395000	44543	562	111218
7.420407000	44544	552	112016
7.580119000	44545	529	112809
7.580130000	44546	704	113610
7.580137000	44547	564	114437
7.580147000	44548	497	115258
7.580152000	44549	491	116071
7.580164000	44550	602	117733
7.580626000	44551	458	118526
7.580633000	44552	466	119342
7.610404000	44553	388	120153
7.610422000	44554	320	121825
7.610425000	44555	320	121825
7.610429000	44556	284	121825
7.610432000	44557	250	122661
7.610442000	44558	487	123493
7.610450000	44559	414	125129
7.610574000	44560	196	125129
7.610579000	44561	270	128442
7.610589000	44562	266	128442
7.610709000	44563	258	128442
7.980408000	44564	294	146081
8.080467000	44565	287	146081
8.190258000	44566	284	146081
8.309473000	44567	237	146081
8.580860000	44568	238	159316
8.580900000	44569	235	159316
8.730130000	44570	234	159316
9.100363000	44571	272	159316
9.100370000	44572	108	159316
9.129956000	44573	270	172322
9.200174000	44574	236	172322
9.200180000	44575	234	172322
9.329809000	44576	247	172322
9.459816000	44577	546	180639
9.680302000	44578	248	180639
9.700337000	44579	536	182331
9.700345000	44580	428	184748
9.739823000	44581	240	184748
9.800214000	44582	504	187152
9.970621000	44583	229	187152
9.970626000	44584	463	188778
9.999766000	44585	197	188778
10.300044000	44586	496	191187
10.300055000	44587	209	191187
10.320353000	44588	525	195194
10.320376000	44589	239	195194
10.350187000	44590	278	198450
10.350190000	44591	269	198450
10.390340000	44592	222	198450
10.510060000	44593	311	201693
10.510063000	44594	306	201693
10.569925000	44595	238	201693
10.690242000	44596	359	204988
10.690250000	44597	355	204988
10.719483000	44598	258	204988
10.789841000	44599	319	209935
10.859992000	44600	314	209935
10.950138000	44601	272	209935
10.950141000	44602	544	213253
11.080279000	44603	261	213253
11.080284000	44604	318	216474
11.139647000	44605	313	216474
11.289990000	44606	232	216474
11.289993000	44607	327	219665
11.289998000	44608	323	219665
11.319704000	44609	249	219665
11.390133000	44610	309	224582
11.420401000	44611	300	224582
11.510443000	44612	228	224582
11.510445000	44613	522	227896
11.619655000	44614	252	227896
11.619657000	44615	470	231207
11.810299000	44616	244	231207
11.860440000	44617	471	234556
11.860445000	44618	232	234556
