7.302192000	35428	0	241	1285
7.302220000	35429	0	770	1285
7.320283000	35430	0	769	1285
7.320317000	35431	0	772	1285
7.340450000	35432	0	771	1285
7.340469000	35433	0	200	1285
7.359938000	35434	0	1007	2099
7.377868000	35435	0	789	2898
7.440480000	35436	0	642	4536
7.473219000	35428	1	241	1285
7.479969000	35437	0	542	5362
7.540102000	35438	0	751	7008
7.600464000	35439	0	799	8663
7.619442000	35429	1	770	1285
7.619489000	35430	1	769	1285
7.646287000	35440	0	649	9490
7.680541000	35441	0	426	10347
7.759993000	35442	0	846	11969
7.820105000	35443	0	632	13574
7.856096000	35431	1	772	1285
7.856133000	35432	1	771	1285
7.856144000	35433	1	200	1285
7.925880000	35444	0	921	15196
7.959823000	35445	0	790	16042
7.994086000	35446	0	951	17652
8.040398000	35447	0	575	18468
8.100626000	35448	0	1000	20069
8.147706000	35434	1	1007	2099
8.160447000	35449	0	921	21673
8.178637000	35450	0	688	22494
8.260607000	35451	0	887	24103
8.290096000	35452	0	592	24917
8.359689000	35453	0	748	26516
8.418330000	35435	1	789	2898
8.438595000	35454	0	709	28142
8.460600000	35455	0	696	28978
8.550440000	35456	0	938	30596
8.600548000	35457	0	690	32197
8.619764000	35458	0	647	33055
8.641766000	35459	0	1291	33890
8.737767000	35460	0	821	35542
8.935301000	35436	1	642	4536
8.935424000	35437	1	542	5362
8.959837000	35461	0	850	37202
8.980010000	35462	0	520	38042
9.005997000	35463	0	835	39687
9.006038000	35464	0	703	40532
9.040455000	35465	0	876	42192
9.086542000	35466	0	922	43810
9.173771000	35467	0	657	44622
9.181718000	35438	1	751	7008
9.190006000	35468	0	958	46275
9.230326000	35469	0	579	47092
9.266472000	35470	0	977	48685
9.338551000	35471	0	891	50307
9.370246000	35472	0	709	51128
9.470440000	35473	0	951	52753
9.499725000	35474	0	521	53586
9.534637000	35475	0	917	55228
9.618357000	35439	1	799	8663
9.640260000	35476	0	977	56909
9.660169000	35477	0	640	57730
9.749856000	35478	0	912	59350
9.840437000	35479	0	970	60989
9.859922000	35480	0	765	62617
10.112250000	35440	1	649	9490
10.112353000	35441	1	426	10347
10.162580000	35481	0	631	69182
10.162585000	35482	0	257	69182
10.260389000	35483	0	560	72393
10.260400000	35484	0	358	72393
10.400472000	35485	0	609	75622
10.459947000	35486	0	331	77228
10.519687000	35487	0	326	77228
10.559927000	35488	0	246	77228
10.769619000	35489	0	494	82915
10.769633000	35490	0	244	82915
10.840390000	35491	0	435	86274
10.859711000	35492	0	247	86274
11.009829000	35493	0	439	89628
11.038571000	35442	1	846	11969
11.039877000	35494	0	215	89628
11.039882000	35495	0	421	91269
11.104031000	35443	1	632	13574
11.120255000	35496	0	201	91269
11.160228000	35497	0	545	93721
11.238950000	35444	1	921	15196
11.280366000	35498	0	198	93721
11.320405000	35499	0	317	97711
11.340277000	35500	0	313	97711
11.429853000	35501	0	225	97711
11.455188000	35445	1	790	16042
11.560426000	35502	0	491	100964
11.560439000	35503	0	215	100964
11.575809000	35446	1	951	17652
11.575916000	35447	1	575	18468
11.680002000	35504	0	225	105764
11.700273000	35505	0	220	105764
11.792474000	35448	1	1000	20069
11.819847000	35506	0	182	105764
11.903272000	35449	1	921	21673
12.032412000	35450	1	688	22494
12.297701000	35507	0	270	120718
12.359903000	35508	0	207	120718
12.418124000	35451	1	887	24103
12.479992000	35509	0	205	120718
12.541658000	35510	0	181	120718
12.609229000	35452	1	592	24917
12.679720000	35511	0	244	130488
12.760073000	35453	1	748	26516
12.760227000	35454	1	709	28142
12.779683000	35512	0	241	130488
12.839961000	35513	0	239	130488
12.960030000	35514	0	219	130488
13.069493000	35455	1	696	28978
13.159752000	35515	0	250	142036
13.300405000	35516	0	247	142036
13.382052000	35517	0	246	142036
13.418870000	35456	1	938	30596
13.439636000	35518	0	248	142036
13.679725000	35519	0	270	153568
13.724041000	35457	1	690	32197
13.724140000	35458	1	647	33055
13.759680000	35520	0	246	153568
13.858580000	35521	0	245	153568
14.010177000	35522	0	250	153568
14.120489000	35523	0	247	165034
14.219107000	35459	1	1291	33890
14.219203000	35460	1	821	35542
14.246629000	35524	0	244	165034
14.332093000	35461	1	850	37202
14.345945000	35525	0	243	165034
14.481660000	35526	0	256	165034
14.629979000	35527	0	233	176436
14.714476000	35528	0	230	176436
14.760180000	35529	0	227	176436
14.885948000	35530	0	231	176436
15.074272000	35531	0	270	186356
15.111968000	35462	1	520	38042
15.120104000	35532	0	226	186356
15.239956000	35533	0	225	186356
15.369893000	35534	0	221	186356
15.409565000	35463	1	835	39687
15.409604000	35464	1	703	40532
15.476347000	35535	0	261	197642
15.536300000	35536	0	258	197642
15.672041000	35537	0	255	197642
15.732709000	35465	1	876	42192
15.785646000	35538	0	238	197642
15.957733000	35539	0	259	208927
15.961630000	35466	1	922	43810
16.086308000	35540	0	256	208927
16.150636000	35541	0	256	208927
16.259713000	35542	0	253	208927
16.301603000	35467	1	657	44622
16.390095000	35543	0	267	208927
16.560273000	35544	0	281	223670
16.590866000	35468	1	958	46275
16.685900000	35545	0	274	223670
16.798442000	35546	0	272	223670
16.919864000	35547	0	274	223670
16.953571000	35469	1	579	47092
17.120338000	35548	0	281	236977
17.220370000	35549	0	278	236977
17.339919000	35550	0	276	236977
17.390939000	35470	1	977	48685
17.460232000	35551	0	250	236977
17.654125000	35552	0	270	248311
17.721976000	35553	0	252	248311
17.730298000	35471	1	891	50307
17.730347000	35472	1	709	51128
17.845877000	35554	0	250	248311
17.939826000	35555	0	266	248311
18.033657000	35473	1	951	52753
18.139718000	35556	0	256	261522
18.239817000	35557	0	253	261522
18.304486000	35474	1	521	53586
18.377818000	35558	0	251	261522
18.493774000	35559	0	255	261522
18.604440000	35475	1	917	55228
18.704535000	35476	1	977	56909
18.704707000	35477	1	640	57730
18.710486000	35560	0	270	272849
18.739684000	35561	0	205	272849
18.779851000	35562	0	204	272849
18.899687000	35563	0	259	272849
19.020278000	35564	0	229	282473
19.137863000	35565	0	226	282473
19.268027000	35566	0	223	282473
19.333702000	35478	1	912	59350
19.339936000	35567	0	241	282473
19.520064000	35568	0	252	293870
19.561935000	35569	0	249	293870
19.582944000	35479	1	970	60989
19.680504000	35570	0	248	293870
19.692054000	35480	1	765	62617
19.800277000	35571	0	251	293870
19.820825000	35481	1	631	69182
19.820836000	35482	1	257	69182
19.934711000	35483	1	560	72393
20.017311000	35484	1	358	72393
20.017424000	35485	1	609	75622
20.179834000	35572	0	270	305095
20.179851000	35573	0	253	305095
20.221861000	35574	0	251	305095
20.280074000	35575	0	270	305095
20.417811000	35486	1	331	77228
20.417858000	35487	1	326	77228
20.417890000	35488	1	246	77228
20.434476000	35576	0	254	316425
20.578411000	35577	0	251	316425
