Interface eth0 has index 2
uplink 8 2464 / 62006 = 4.0 % 107 
downlink 8 2445 / 46144 = 5.3 % 2527 
downlink 8.504000 delivery 43 82
downlink 8.504000 delivery 43 82
downlink 8.504000 delivery 43 82
uplink 8.542000 delivery 23 66
downlink 8.550000 delivery 34 82
uplink 8.562000 limbodelivery 43 1442
uplink 8.562000 delivery 42 714
downlink 8.587000 delivery 22 92
downlink 8.647000 delivery 75 82
downlink 8.647000 delivery 40 60
uplink 8.712000 delivery 25 90
downlink 8.747000 delivery 64 82
downlink 8.747000 delivery 64 82
downlink 8.747000 delivery 63 150
downlink 8.812000 delivery 31 90
uplink 8.896000 delivery 20 70
downlink 8.947000 delivery 97 82
downlink 8.947000 delivery 97 82
downlink 8.947000 delivery 97 82
downlink 8.947000 delivery 77 60
downlink 8.947000 delivery 77 60
downlink 8.947000 delivery 41 82
downlink 9.133000 delivery 121 82
downlink 9.133000 delivery 113 160
downlink 9.133000 delivery 77 82
uplink 9.142000 delivery 55 90
downlink 9.227000 delivery 104 82
downlink 9.227000 delivery 94 92
downlink 9.227000 delivery 93 216
downlink 9.227000 delivery 43 82
downlink 9.317000 delivery 106 90
downlink 9.402000 delivery 95 359
downlink 9.402000 delivery 95 359
downlink 9.402000 delivery 50 82
downlink 9.402000 delivery 50 82
downlink 9.402000 delivery 50 82
uplink 9 2472 / 76426 = 3.2 % 2472 
downlink 9 3264 / 20188 = 16.2 % 3993 
downlink 9.472000 delivery 65 82
downlink 9.472000 delivery 63 60
downlink 9.472000 delivery 42 220
downlink 9.472000 delivery 42 279
downlink 9.472000 delivery 42 252
downlink 9.582000 delivery 118 82
downlink 9.582000 delivery 58 82
downlink 9.582000 delivery 31 60
uplink 9.602000 delivery 20 66
uplink 9.622000 limbodelivery 40 1442
uplink 9.622000 delivery 40 456
downlink 9.697000 delivery 67 82
downlink 9.772000 delivery 86 82
downlink 9.832000 delivery 35 82
downlink 9.832000 delivery 35 82
downlink 9.907000 delivery 53 82
downlink 9.907000 delivery 25 92
downlink 9.972000 delivery 35 60
downlink 9.992000 delivery 32 82
downlink 9.992000 delivery 32 60
uplink 10.020000 delivery 27 60
downlink 10.022000 delivery 41 82
downlink 10.067000 delivery 47 160
downlink 10.097000 delivery 20 82
uplink 10.112000 delivery 40 87
downlink 10.132000 delivery 44 82
downlink 10.222000 delivery 35 82
downlink 10.248000 delivery 43 60
downlink 10.270000 delivery 28 82
downlink 10.338000 delivery 40 82
downlink 10.398000 delivery 44 82
downlink 10.448000 delivery 39 82
uplink 10 2111 / 92288 = 2.3 % 2111 
downlink 10 2697 / 36050 = 7.5 % 1722 
downlink 10.526000 delivery 61 82
downlink 10.574000 delivery 43 82
downlink 10.649000 delivery 40 60
uplink 10.682000 delivery 32 66
downlink 10.699000 delivery 67 92
uplink 10.702000 limbodelivery 52 1442
uplink 10.702000 delivery 52 893
downlink 10.725000 delivery 44 82
downlink 10.725000 delivery 44 82
uplink 10.740000 delivery 53 90
downlink 10.764000 delivery 22 82
downlink 10.824000 delivery 27 82
downlink 10.849000 delivery 40 90
downlink 10.889000 delivery 37 82
downlink 10.974000 delivery 44 82
downlink 10.974000 delivery 42 232
downlink 11.050000 delivery 30 160
downlink 11.102000 delivery 27 82
downlink 11.102000 delivery 26 82
downlink 11.195000 delivery 64 82
downlink 11.240000 delivery 48 82
uplink 11.312000 delivery 25 90
downlink 11.323000 delivery 38 186
downlink 11.323000 delivery 37 186
downlink 11.323000 delivery 25 82
downlink 11.323000 delivery 25 82
downlink 11.403000 delivery 49 82
downlink 11.403000 delivery 21 90
downlink 11.453000 delivery 43 82
uplink 11 2581 / 49028 = 5.3 % 2581 
downlink 11 2408 / 44702 = 5.4 % 2550 
downlink 11.501000 delivery 61 60
downlink 11.501000 delivery 36 82
downlink 11.579000 delivery 48 82
downlink 11.655000 delivery 57 82
downlink 11.698000 delivery 42 219
downlink 11.698000 delivery 42 219
downlink 11.698000 delivery 26 82
downlink 11.733000 delivery 36 60
downlink 11.733000 delivery 22 60
uplink 11.812000 delivery 100 66
uplink 11.840000 limbodelivery 128 1442
uplink 11.840000 delivery 128 516
downlink 11.843000 delivery 45 82
downlink 11.843000 delivery 45 82
