1457720056686124	0	66	0
1457720056686172	1	1442	0
1457720056686178	2	673	0
1457720056725257	3	66	1
1457720056725271	4	608	1
1457720056761172	5	66	2
1457720056761186	6	867	2
1457720056783980	7	66	3
1457720056784002	8	464	3
1457720056823068	9	66	4
1457720056823082	10	883	4
1457720056894022	11	66	6
1457720056894042	12	1442	6
1457720056894052	13	220	6
1457720056953766	14	66	8
1457720056953782	15	604	8
1457720057094768	16	66	12
1457720057094817	17	1131	12
1457720057158112	18	66	14
1457720057158128	19	938	14
1457720057227119	20	66	16
1457720057227153	21	1071	16
1457720057362595	22	66	20
1457720057362614	23	1442	20
1457720057362622	24	159	20
1457720057490063	25	66	24
1457720057490097	26	946	24
1457720057553277	27	66	26
1457720057553294	28	919	26
1457720057621732	29	66	28
1457720057621753	30	1071	28
1457720057687630	31	66	30
1457720057687647	32	939	30
1457720062024146	33	66	160
1457720062024178	34	1442	160
1457720062024198	35	456	160
1457720066285270	36	66	288
1457720066285310	37	1442	288
1457720066285330	38	355	288
1457720068423662	39	66	352
1457720068423695	40	1442	352
1457720068423716	41	462	352
1457720069491176	42	66	384
1457720069491209	43	1442	384
1457720069491231	44	805	384
1457720070551532	45	66	416
1457720070551556	46	1442	416
1457720070551566	47	690	416
1457720070692755	48	66	420
1457720070692772	49	974	420
1457720070826959	50	66	424
1457720070826976	51	1442	424
1457720070826986	52	444	424
1457720070959933	53	66	428
1457720070959951	54	1428	428
1457720071088154	55	66	432
1457720071088178	56	867	432
1457720071623932	57	66	448
1457720071623986	58	1442	448
1457720071624006	59	540	448
1457720071759824	60	66	452
1457720071759849	61	1023	452
1457720071891798	62	66	456
1457720071891822	63	1236	456
1457720072025630	64	66	460
1457720072025654	65	1442	460
1457720072025664	66	257	460
1457720072687326	67	66	480
1457720072687355	68	1442	480
1457720072687367	69	846	480
1457720072824272	70	66	484
1457720072824302	71	1442	484
1457720072824313	72	206	484
1457720072961722	73	66	488
1457720072961743	74	1442	488
1457720072961752	75	133	488
1457720073091948	76	66	492
1457720073091964	77	1077	492
1457720073225972	78	66	496
1457720073225989	79	1119	496
1457720073358356	80	66	500
1457720073358373	81	1159	500
1457720073489008	82	66	504
1457720073489025	83	1185	504
1457720073624637	84	66	508
1457720073624654	85	1331	508
1457720073753807	86	66	512
1457720073753823	87	1442	512
1457720073753832	88	754	512
1457720073887042	89	66	516
1457720073887061	90	1297	516
1457720074030045	91	66	520
1457720074030062	92	1442	520
1457720074030070	93	160	520
1457720074161993	94	66	524
1457720074162010	95	1414	524
1457720074292146	96	66	528
1457720074292162	97	1329	528
1457720074425939	98	66	532
1457720074425964	99	1169	532
1457720074558211	100	66	536
1457720074558228	101	1205	536
1457720074692400	102	66	540
1457720074692421	103	1259	540
1457720074821405	104	66	544
1457720074821420	105	1442	544
1457720074821429	106	866	544
1457720074856430	107	66	545
1457720074856446	108	463	545
1457720074888468	109	66	546
1457720074888504	110	816	546
1457720074925418	111	66	547
1457720074925450	112	879	547
1457720074956187	113	66	548
1457720074956201	114	1442	548
1457720074956209	115	88	548
1457720074987767	116	66	549
1457720074987780	117	802	549
1457720075025556	118	66	550
1457720075025571	119	1347	550
1457720075059466	120	66	551
1457720075059556	121	845	551
1457720075094232	122	66	552
1457720075094276	123	1442	552
1457720075094295	124	127	552
1457720075157920	125	66	554
1457720075157945	126	1101	554
1457720075191902	127	66	555
1457720075191926	128	915	555
1457720075227572	129	66	556
1457720075227606	130	1299	556
1457720075254477	131	66	557
1457720075254492	132	792	557
1457720075288911	133	66	558
1457720075288926	134	1165	558
1457720075322381	135	66	559
1457720075322408	136	941	559
1457720075360805	137	66	560
1457720075360821	138	1295	560
1457720075423905	139	66	562
1457720075423921	140	1401	562
1457720075457953	141	66	563
1457720075457970	142	1229	563
1457720075491896	143	66	564
1457720075491911	144	1442	564
1457720075491919	145	126	564
1457720075556863	146	66	566
1457720075556879	147	1442	566
1457720075557011	148	210	566
1457720075589152	149	66	567
1457720075589170	150	1274	567
1457720075625291	151	66	568
1457720075625310	152	1337	568
1457720075689381	153	66	570
1457720075689402	154	1288	570
1457720075721553	155	66	571
1457720075721570	156	748	571
1457720075758695	157	66	572
1457720075758710	158	1394	572
1457720075786205	159	66	573
1457720075786231	160	900	573
1457720075829722	161	66	574
1457720075829739	162	1324	574
1457720075855445	163	66	575
1457720075855460	164	990	575
1457720075885407	165	66	576
1457720075885436	166	1442	576
1457720075885456	167	714	576
1457720076023044	168	66	580
1457720076023062	169	1442	580
1457720076023071	170	69	580
1457720076085790	171	66	582
1457720076086199	172	1013	582
1457720076153430	173	66	584
1457720076153453	174	1103	584
1457720076224861	175	66	586
1457720076224881	176	922	586
1457720076296103	177	66	588
1457720076296124	178	1018	588
1457720076357293	179	66	590
1457720076357308	180	991	590
1457720076428666	181	66	592
1457720076428684	182	1042	592
1457720076489315	183	66	594
1457720076489331	184	1156	594
1457720076560407	185	66	596
1457720076560421	186	979	596
1457720076622529	187	66	598
1457720076622544	188	883	598
1457720076692539	189	66	600
1457720076692556	190	965	600
1457720076756390	191	66	602
1457720076756415	192	934	602
1457720076819894	193	66	604
1457720076819914	194	1089	604
1457720076888251	195	66	606
1457720076888270	196	881	606
1457720076956187	197	66	608
1457720076956201	198	1442	608
1457720076956211	199	668	608
1457720077022176	200	66	610
1457720077022206	201	713	610
1457720077054180	202	66	611
1457720077054197	203	940	611
1457720077088384	204	66	612
1457720077088405	205	988	612
1457720077160183	206	66	614
1457720077160206	207	1096	614
1457720077185724	208	66	615
1457720077185768	209	703	615
1457720077222733	210	66	616
1457720077222759	211	1137	616
1457720077286865	212	66	618
1457720077286913	213	902	618
1457720077354737	214	66	620
1457720077354754	215	1086	620
1457720077425494	216	66	622
1457720077425514	217	997	622
1457720077459070	218	66	623
1457720077459100	219	975	623
1457720077490371	220	66	624
1457720077490390	221	1322	624
1457720077552549	222	66	626
1457720077552565	223	929	626
1457720077620920	224	66	628
1457720077620941	225	1306	628
1457720077690201	226	66	630
1457720077690218	227	944	630
1457720077760801	228	66	632
1457720077760817	229	1191	632
1457720077893333	230	66	636
1457720077893350	231	1258	636
1457720077957325	232	66	638
1457720077957354	233	978	638
1457720078023849	234	66	640
1457720078023863	235	1442	640
1457720078023872	236	702	640
1457720078088142	237	66	642
1457720078088162	238	709	642
1457720078158356	239	66	644
1457720078158377	240	1108	644
1457720078227271	241	66	646
1457720078227305	242	984	646
1457720078255093	243	66	647
1457720078255113	244	840	647
1457720078290581	245	66	648
1457720078290598	246	1114	648
1457720078354647	247	66	650
1457720078354671	248	1012	650
1457720078424625	249	66	652
1457720078424654	250	1054	652
1457720078488431	251	66	654
1457720078488450	252	968	654
1457720078523301	253	66	655
1457720078523335	254	900	655
1457720078555122	255	66	656
1457720078555138	256	1155	656
1457720078625061	257	66	658
1457720078625077	258	950	658
1457720078689672	259	66	660
1457720078689691	260	1147	660
1457720078753974	261	66	662
1457720078753990	262	1422	662
1457720078829539	263	66	664
1457720078829557	264	1377	664
1457720078888147	265	66	666
1457720078888164	266	782	666
1457720078960880	267	66	668
1457720078960905	268	988	668
1457720079019950	269	66	670
1457720079019972	270	947	670
1457720080157355	271	66	704
1457720080157405	272	1442	704
1457720080157426	273	687	704
1457720080218942	274	66	706
1457720080218960	275	793	706
1457720080292062	276	66	708
1457720080292086	277	1005	708
